Time (s),Temperature,Humidity,Pressure,Altitude
0,9.519104317398632,2.3922830859369215,4.325897136925315,8.26821750911418
1,1.0890928964764013,9.548561821850413,2.2017044837103428,8.12911041471965
2,1.3253059820650448,5.097129961390228,8.481637089285991,8.751206267202578
3,8.022281071419346,8.824747232569642,7.592483124763793,1.5947483613827584
4,3.533492323306592,9.216133212573226,0.22306879830908954,4.944259232092772
5,5.29958198171385,7.3945442451100805,8.765849817013725,3.392018255480199
6,6.8147954594222915,5.031990735033086,9.241078876332164,1.7128306115346914
7,5.228915645503026,5.9200649355590205,0.6714888954872433,0.640822018721966
8,6.164072299147517,2.5914836582832934,9.742251633670753,4.847220338030862
9,4.160532415689927,5.172231017675006,8.190290245343881,3.475262238982708
10,5.6272481420133005,1.4555965829770434,3.2145798000280945,3.247545058026126
11,2.3058074406222504,4.741326560805815,7.923085483053972,0.34301631914656183
12,6.131341485722634,0.49060387473294664,4.6249722672786495,9.04693150172135
13,8.697115119383206,3.4599164783449554,9.161840527580585,4.718246183134519
14,6.867533877663358,5.023704541609844,4.878275358775692,2.2390515665088673
15,5.039071486382114,6.1328361060277725,7.7404653717482494,1.0242833745027924
16,4.255688251833387,5.352913057088362,4.558868812732728,9.340762778761405
17,0.25454961637671025,9.21752340162666,3.6090414466226606,2.2286349527242755
18,6.565358586120956,8.434249634233277,4.155753016646141,7.778253299641655
19,5.3593930866974615,9.428252203667004,7.151214979829707,9.986278854854083
20,2.1428755518972964,0.6835543039646497,0.18795367108845107,9.722894771342634
15,5.039071486382114,6.1328361060277725,7.7404653717482494,1.0242833745027924
16,4.255688251833387,5.352913057088362,4.558868812732728,9.340762778761405
17,0.25454961637671025,9.21752340162666,3.6090414466226606,2.2286349527242755
18,6.565358586120956,8.434249634233277,4.155753016646141,7.778253299641655
19,5.3593930866974615,9.428252203667004,7.151214979829707,9.986278854854083
20,2.1428755518972964,0.6835543039646497,0.18795367108845107,9.722894771342634
21,9.116025431594371,6.5790117590487505,6.122018443138205,2.200426259153949
22,0.860552993781033,4.8891774933720775,4.371819634779779,9.01822987711227
23,6.9704201546997435,1.7957358487413155,0.2752509503154221,0.33826980067974244
24,7.706374793576551,5.234963172837718,2.2290066648985962,7.343914953503809
25,7.83155197521485,6.350882629294784,1.9248687358961436,5.860972872475786
26,8.649186939397723,6.426249060330544,4.4467062856595705,8.373912358927166
27,5.118999209072166,7.775625969774696,8.156095040958109,7.1000979339193275
28,1.0278843326596843,7.898482230046997,9.494803758041682,1.6008297763996437
29,9.381411013177829,0.5670498512769429,2.122670131816112,4.683957041391081
30,1.8168189217342745,7.685465193287676,1.6218767746541884,3.0368008660400614
31,8.827164529337285,8.082626120241251,1.5552630434614723,4.755808740870782
32,5.597706126654682,1.271857465077596,0.9677185397532662,6.051939744271241
33,1.225414150224613,7.002912843688451,9.503227089493045,2.000140279559023
34,8.037049710171146,0.7431531348688003,1.2482417494294384,5.795886476981544
35,6.04039105108284,3.3766542183906156,3.974117346502324,2.2443563405671774
36,9.468619133672897,2.1415077999298626,5.661069431415164,3.5578494788782065
37,9.144549150620719,2.955203975602576,8.37265790763756,8.400152072743168
38,4.087989168006643,1.6741243920271809,6.241814488825508,1.32308680148575
39,3.9362139957141973,8.738521583517352,9.189443360672946,8.437172879291895
